Chirp,ID,Start,End,Night,Call,Syllables,Audio
LPL11_405,LPL,3378726,3386615,1,1,6,LPL_1.WAV
LPL11_406,LPL,3389011,3396883,1,1,6,LPL_1.WAV
LPL11_407,LPL,3400084,3407721,1,1,6,LPL_1.WAV
LPL11_408,LPL,3410805,3418472,1,1,6,LPL_1.WAV
LPL11_409,LPL,3420816,3426715,1,1,5,LPL_1.WAV
LPL11_410,LPL,3429497,3435477,1,1,5,LPL_1.WAV
BKB21_0,BKB,8504,10432,2,1,2,BKB_2.WAV
BKB21_1,BKB,12965,17815,2,1,4,BKB_2.WAV
BKB21_2,BKB,20243,22161,2,1,2,BKB_2.WAV
BKB21_3,BKB,24678,29519,2,1,4,BKB_2.WAV
BKB21_4,BKB,31904,33891,2,1,2,BKB_2.WAV
BKB21_5,BKB,35991,41400,2,1,4,BKB_2.WAV
BKB21_6,BKB,44435,46323,2,1,2,BKB_2.WAV
BKB21_7,BKB,49976,51792,2,1,2,BKB_2.WAV
BKB21_8,BKB,55463,60647,2,1,4,BKB_2.WAV
BKB21_9,BKB,63472,65138,2,1,2,BKB_2.WAV
BKB21_10,BKB,67915,73284,2,1,4,BKB_2.WAV
BKB21_11,BKB,75678,77565,2,1,2,BKB_2.WAV
BKB21_12,BKB,79729,84803,2,1,4,BKB_2.WAV
BKB21_13,BKB,87802,89692,2,1,2,BKB_2.WAV
BKB21_14,BKB,92597,99182,2,1,5,BKB_2.WAV
BKB21_15,BKB,101580,103429,2,1,2,BKB_2.WAV
BKB21_16,BKB,105829,110591,2,1,4,BKB_2.WAV
BKB21_17,BKB,113560,115178,2,1,2,BKB_2.WAV
BKB21_18,BKB,118151,124714,2,1,5,BKB_2.WAV
BKB21_19,BKB,127303,129124,2,1,2,BKB_2.WAV
BKB21_20,BKB,131426,136139,2,1,4,BKB_2.WAV
BKB21_21,BKB,140282,142097,2,1,2,BKB_2.WAV
BKB21_22,BKB,144811,149638,2,1,4,BKB_2.WAV
BKB21_23,BKB,152942,154753,2,1,2,BKB_2.WAV
BKB21_24,BKB,157992,162875,2,1,4,BKB_2.WAV
BKB21_25,BKB,165408,167284,2,1,2,BKB_2.WAV
BKB21_26,BKB,169296,174725,2,1,4,BKB_2.WAV
BKB21_27,BKB,177191,179047,2,1,2,BKB_2.WAV
BKB21_28,BKB,181388,186237,2,1,4,BKB_2.WAV
BKB21_29,BKB,189591,191417,2,1,2,BKB_2.WAV
BKB21_30,BKB,194430,196352,2,1,2,BKB_2.WAV
BKB21_31,BKB,199221,204134,2,1,4,BKB_2.WAV
BKB21_32,BKB,214176,219085,2,1,4,BKB_2.WAV
BKB21_33,BKB,222715,225689,2,1,3,BKB_2.WAV
BKB21_34,BKB,229419,234507,2,1,4,BKB_2.WAV
BKB21_35,BKB,238145,239945,2,1,2,BKB_2.WAV
BKB21_36,BKB,243739,248743,2,1,4,BKB_2.WAV
BKB21_37,BKB,251634,253478,2,1,2,BKB_2.WAV
BKB21_38,BKB,256075,259889,2,1,3,BKB_2.WAV
BKB21_39,BKB,267030,272031,2,1,4,BKB_2.WAV
BKB21_40,BKB,276277,281497,2,1,4,BKB_2.WAV
BKB21_41,BKB,285552,287388,2,1,2,BKB_2.WAV
BKB21_42,BKB,290223,295103,2,1,4,BKB_2.WAV
BKB21_43,BKB,298554,300352,2,1,2,BKB_2.WAV
BKB21_44,BKB,302905,308481,2,1,4,BKB_2.WAV
BKB21_45,BKB,311865,313672,2,1,2,BKB_2.WAV
BKB21_46,BKB,316047,317903,2,1,2,BKB_2.WAV
BKB21_47,BKB,320728,326105,2,1,4,BKB_2.WAV
BKB21_48,BKB,329123,330962,2,1,2,BKB_2.WAV
BKB21_49,BKB,333480,338615,2,1,4,BKB_2.WAV
BKB21_50,BKB,342032,343900,2,1,2,BKB_2.WAV
BKB21_51,BKB,347225,352030,2,1,4,BKB_2.WAV
BKB21_52,BKB,355690,357498,2,1,2,BKB_2.WAV
BKB21_53,BKB,361475,366476,2,1,4,BKB_2.WAV
BKB21_54,BKB,369829,375114,2,1,4,BKB_2.WAV
BKB21_55,BKB,378175,380042,2,1,2,BKB_2.WAV
BKB21_56,BKB,382447,387233,2,1,4,BKB_2.WAV
BKB21_57,BKB,389922,391825,2,1,2,BKB_2.WAV
BKB21_58,BKB,394334,399008,2,1,4,BKB_2.WAV
BKB21_59,BKB,401466,403302,2,1,2,BKB_2.WAV
BKB21_60,BKB,405811,410689,2,1,4,BKB_2.WAV
BKB21_61,BKB,413955,415931,2,1,2,BKB_2.WAV
BKB21_62,BKB,418828,423583,2,1,4,BKB_2.WAV
BKB21_63,BKB,426430,428393,2,1,2,BKB_2.WAV
BKB21_64,BKB,430913,436025,2,1,4,BKB_2.WAV
BKB21_65,BKB,439002,440871,2,1,2,BKB_2.WAV
BKB21_66,BKB,443365,448176,2,1,4,BKB_2.WAV
BKB21_67,BKB,450718,452587,2,1,2,BKB_2.WAV
BKB21_68,BKB,455106,459962,2,1,4,BKB_2.WAV
BKB21_69,BKB,463079,464924,2,1,2,BKB_2.WAV
BKB21_70,BKB,467532,472470,2,1,4,BKB_2.WAV
BKB21_71,BKB,474844,476685,2,1,2,BKB_2.WAV
BKB21_72,BKB,479142,484448,2,1,4,BKB_2.WAV
BKB21_73,BKB,487455,489285,2,1,2,BKB_2.WAV
BKB21_74,BKB,491760,496513,2,1,4,BKB_2.WAV
BKB21_75,BKB,499065,500832,2,1,2,BKB_2.WAV
BKB21_76,BKB,503548,510239,2,1,5,BKB_2.WAV
BKB21_77,BKB,513455,515258,2,1,2,BKB_2.WAV
BKB21_78,BKB,517732,519543,2,1,2,BKB_2.WAV
BKB21_79,BKB,522929,527786,2,1,4,BKB_2.WAV
BKB21_80,BKB,531390,533046,2,1,2,BKB_2.WAV
BKB21_81,BKB,536197,541193,2,1,4,BKB_2.WAV
BKB21_82,BKB,544477,546313,2,1,2,BKB_2.WAV
BKB21_83,BKB,548799,553641,2,1,4,BKB_2.WAV
BKB21_84,BKB,556061,557844,2,1,2,BKB_2.WAV
BKB21_85,BKB,560430,565343,2,1,4,BKB_2.WAV
BKB21_86,BKB,568066,569861,2,1,2,BKB_2.WAV
BKB21_87,BKB,572629,577403,2,1,4,BKB_2.WAV
BKB21_88,BKB,580509,582196,2,1,2,BKB_2.WAV
BKB21_89,BKB,584817,589707,2,1,4,BKB_2.WAV
BKB21_90,BKB,592040,593942,2,1,2,BKB_2.WAV
BKB21_91,BKB,596367,601781,2,1,4,BKB_2.WAV
BKB21_92,BKB,603405,604430,2,1,1,BKB_2.WAV
BKB21_93,BKB,607416,609286,2,1,2,BKB_2.WAV
BKB21_94,BKB,611889,617283,2,1,4,BKB_2.WAV
BKB21_95,BKB,620802,622694,2,1,2,BKB_2.WAV
BKB21_96,BKB,625474,630804,2,1,4,BKB_2.WAV
BKB21_97,BKB,633168,635073,2,1,2,BKB_2.WAV
BKB21_98,BKB,637418,642614,2,1,4,BKB_2.WAV
BKB21_99,BKB,645289,647100,2,1,2,BKB_2.WAV
BKB21_100,BKB,649645,654381,2,1,4,BKB_2.WAV
BKB21_101,BKB,656717,658654,2,1,2,BKB_2.WAV
BKB21_102,BKB,661109,665963,2,1,4,BKB_2.WAV
BKB21_103,BKB,668363,670193,2,1,2,BKB_2.WAV
BKB21_104,BKB,672502,677306,2,1,4,BKB_2.WAV
BKB21_105,BKB,679925,681658,2,1,2,BKB_2.WAV
BKB21_106,BKB,684402,686132,2,1,2,BKB_2.WAV
BKB21_107,BKB,688658,694076,2,1,4,BKB_2.WAV
BKB21_108,BKB,696407,698312,2,1,2,BKB_2.WAV
BKB21_109,BKB,700676,703548,2,1,3,BKB_2.WAV
BKB21_110,BKB,705694,711067,2,1,4,BKB_2.WAV
BKB21_111,BKB,713508,715323,2,1,2,BKB_2.WAV
BKB21_112,BKB,717636,720622,2,1,3,BKB_2.WAV
BKB21_113,BKB,723170,728122,2,1,4,BKB_2.WAV
BKB21_114,BKB,730290,732124,2,1,2,BKB_2.WAV
BKB21_115,BKB,734561,739972,2,1,4,BKB_2.WAV
BKB21_116,BKB,743310,745089,2,1,2,BKB_2.WAV
BKB21_117,BKB,747606,752280,2,1,4,BKB_2.WAV
BKB21_118,BKB,754538,756411,2,1,2,BKB_2.WAV
BKB21_119,BKB,759263,764130,2,1,4,BKB_2.WAV
BKB21_120,BKB,766524,768505,2,1,2,BKB_2.WAV
BKB21_121,BKB,770749,775970,2,1,4,BKB_2.WAV
BKB21_122,BKB,778212,779895,2,1,2,BKB_2.WAV
BKB21_123,BKB,782435,787228,2,1,4,BKB_2.WAV
BKB21_124,BKB,790659,792528,2,1,2,BKB_2.WAV
BKB21_125,BKB,795575,800887,2,1,4,BKB_2.WAV
BKB21_126,BKB,804101,806938,2,1,3,BKB_2.WAV
BKB21_127,BKB,809136,814608,2,1,4,BKB_2.WAV
BKB21_128,BKB,819897,826505,2,1,5,BKB_2.WAV
BKB21_129,BKB,829004,830890,2,1,2,BKB_2.WAV
BKB21_130,BKB,833387,838150,2,1,4,BKB_2.WAV
BKB21_131,BKB,841501,843158,2,1,2,BKB_2.WAV
BKB21_132,BKB,845974,850902,2,1,4,BKB_2.WAV
BKB21_133,BKB,853304,855146,2,1,2,BKB_2.WAV
BKB21_134,BKB,857456,862864,2,1,4,BKB_2.WAV
BKB21_135,BKB,865341,867003,2,1,2,BKB_2.WAV
BKB21_136,BKB,869578,874367,2,1,4,BKB_2.WAV
BKB21_137,BKB,876806,878417,2,1,2,BKB_2.WAV
BKB21_138,BKB,881152,886584,2,1,4,BKB_2.WAV
BKB21_139,BKB,888890,890610,2,1,2,BKB_2.WAV
BKB21_140,BKB,893222,898387,2,1,4,BKB_2.WAV
BKB21_141,BKB,902446,904209,2,1,2,BKB_2.WAV
BKB21_142,BKB,907828,912718,2,1,4,BKB_2.WAV
BKB21_143,BKB,916425,918065,2,1,2,BKB_2.WAV
BKB21_144,BKB,920902,926366,2,1,4,BKB_2.WAV
BKB21_145,BKB,928817,930642,2,1,2,BKB_2.WAV
BKB21_146,BKB,933212,938470,2,1,4,BKB_2.WAV
BKB21_147,BKB,940997,942622,2,1,2,BKB_2.WAV
BKB21_148,BKB,945237,950266,2,1,4,BKB_2.WAV
BKB21_149,BKB,952691,954522,2,1,2,BKB_2.WAV
BKB21_150,BKB,957256,962332,2,1,4,BKB_2.WAV
BKB21_151,BKB,965666,968608,2,1,3,BKB_2.WAV
BKB21_152,BKB,970701,976008,2,1,4,BKB_2.WAV
BKB21_153,BKB,978254,980137,2,1,2,BKB_2.WAV
BKB21_154,BKB,982382,987471,2,1,4,BKB_2.WAV
BKB21_155,BKB,990555,992158,2,1,2,BKB_2.WAV
BKB21_156,BKB,994854,999768,2,1,4,BKB_2.WAV
BKB21_157,BKB,1002157,1004029,2,1,2,BKB_2.WAV
BKB21_158,BKB,1005944,1011214,2,1,4,BKB_2.WAV
BKB21_159,BKB,1013606,1015507,2,1,2,BKB_2.WAV
BKB21_160,BKB,1017831,1023277,2,1,4,BKB_2.WAV
BKB21_161,BKB,1026587,1028399,2,1,2,BKB_2.WAV
BKB21_162,BKB,1030914,1035978,2,1,4,BKB_2.WAV
BKB21_163,BKB,1039095,1040952,2,1,2,BKB_2.WAV
BKB21_164,BKB,1043295,1048676,2,1,4,BKB_2.WAV
BKB21_165,BKB,1050927,1052792,2,1,2,BKB_2.WAV
BKB21_166,BKB,1054954,1059801,2,1,4,BKB_2.WAV
BKB21_167,BKB,1062983,1064613,2,1,2,BKB_2.WAV
BKB21_168,BKB,1067614,1072407,2,1,4,BKB_2.WAV
BKB21_169,BKB,1075125,1076967,2,1,2,BKB_2.WAV
BKB21_170,BKB,1079449,1085907,2,1,5,BKB_2.WAV
BKB21_171,BKB,1088168,1090048,2,1,2,BKB_2.WAV
BKB21_172,BKB,1092471,1097137,2,1,4,BKB_2.WAV
BKB21_173,BKB,1099612,1101471,2,1,2,BKB_2.WAV
BKB21_174,BKB,1103849,1108549,2,1,4,BKB_2.WAV
BKB21_175,BKB,1110952,1112760,2,1,2,BKB_2.WAV
BKB21_176,BKB,1115351,1122058,2,1,5,BKB_2.WAV
BKB21_177,BKB,1124622,1126434,2,1,2,BKB_2.WAV
BKB21_178,BKB,1129846,1135181,2,1,4,BKB_2.WAV
BKB21_179,BKB,1138616,1140338,2,1,2,BKB_2.WAV
BKB21_180,BKB,1143126,1148069,2,1,4,BKB_2.WAV
BKB21_181,BKB,1151386,1153337,2,1,2,BKB_2.WAV
BKB21_182,BKB,1157473,1164140,2,1,5,BKB_2.WAV
BKB21_183,BKB,1167501,1169304,2,1,2,BKB_2.WAV
BKB21_184,BKB,1171930,1176663,2,1,4,BKB_2.WAV
BKB21_185,BKB,1180070,1182895,2,1,3,BKB_2.WAV
BKB21_186,BKB,1185144,1190527,2,1,4,BKB_2.WAV
BKB21_187,BKB,1193742,1195577,2,1,2,BKB_2.WAV
BKB21_188,BKB,1198180,1202931,2,1,4,BKB_2.WAV
BKB21_189,BKB,1206301,1208278,2,1,2,BKB_2.WAV
BKB21_190,BKB,1213046,1218049,2,1,4,BKB_2.WAV
BKB21_191,BKB,1220391,1225680,2,1,4,BKB_2.WAV
BKB21_192,BKB,1229026,1230838,2,1,2,BKB_2.WAV
BKB21_193,BKB,1233304,1238270,2,1,4,BKB_2.WAV
BKB21_194,BKB,1240796,1242475,2,1,2,BKB_2.WAV
BKB21_195,BKB,1244956,1250013,2,1,4,BKB_2.WAV
BKB21_196,BKB,1252404,1254237,2,1,2,BKB_2.WAV
BKB21_197,BKB,1256663,1261316,2,1,4,BKB_2.WAV
BKB21_198,BKB,1265599,1268447,2,1,3,BKB_2.WAV
BKB21_199,BKB,1270778,1275665,2,1,4,BKB_2.WAV
BKB21_200,BKB,1278103,1279967,2,1,2,BKB_2.WAV
BKB21_201,BKB,1282263,1287371,2,1,4,BKB_2.WAV
BKB21_202,BKB,1289710,1291367,2,1,2,BKB_2.WAV
BKB21_203,BKB,1293970,1298781,2,1,4,BKB_2.WAV
BKB21_204,BKB,1301117,1302960,2,1,2,BKB_2.WAV
BKB21_205,BKB,1305482,1310218,2,1,4,BKB_2.WAV
BKB21_206,BKB,1312655,1314318,2,1,2,BKB_2.WAV
BKB21_207,BKB,1316934,1318579,2,1,2,BKB_2.WAV
BKB21_208,BKB,1321322,1326338,2,1,4,BKB_2.WAV
BKB21_209,BKB,1329524,1334622,2,1,4,BKB_2.WAV
BKB21_210,BKB,1337009,1338827,2,1,2,BKB_2.WAV
BKB21_211,BKB,1341093,1345834,2,1,4,BKB_2.WAV
BKB21_212,BKB,1348212,1349997,2,1,2,BKB_2.WAV
BKB21_213,BKB,1352423,1357583,2,1,4,BKB_2.WAV
BKB21_214,BKB,1360117,1362004,2,1,2,BKB_2.WAV
BKB21_215,BKB,1364365,1369155,2,1,4,BKB_2.WAV
BKB21_216,BKB,1371733,1373571,2,1,2,BKB_2.WAV
BKB21_217,BKB,1376119,1377990,2,1,2,BKB_2.WAV
BKB21_218,BKB,1380689,1385514,2,1,4,BKB_2.WAV
BKB21_219,BKB,1387953,1389875,2,1,2,BKB_2.WAV
BKB21_220,BKB,1391834,1396999,2,1,4,BKB_2.WAV
BKB21_221,BKB,1399386,1401190,2,1,2,BKB_2.WAV
BKB21_222,BKB,1403649,1405646,2,1,2,BKB_2.WAV
BKB21_223,BKB,1407932,1412785,2,1,4,BKB_2.WAV
BKB21_224,BKB,1414989,1416826,2,1,2,BKB_2.WAV
BKB21_225,BKB,1419455,1424786,2,1,4,BKB_2.WAV
BKB21_226,BKB,1427653,1429520,2,1,2,BKB_2.WAV
BKB21_227,BKB,1432006,1436986,2,1,4,BKB_2.WAV
BKB21_228,BKB,1439329,1441195,2,1,2,BKB_2.WAV
BKB21_229,BKB,1443524,1448347,2,1,4,BKB_2.WAV
BKB21_230,BKB,1450675,1452477,2,1,2,BKB_2.WAV
BKB21_231,BKB,1454863,1460243,2,1,4,BKB_2.WAV
BKB21_232,BKB,1462584,1464425,2,1,2,BKB_2.WAV
BKB21_233,BKB,1466819,1471562,2,1,4,BKB_2.WAV
BKB21_234,BKB,1474094,1475933,2,1,2,BKB_2.WAV
BKB21_235,BKB,1478282,1483057,2,1,4,BKB_2.WAV
BKB21_236,BKB,1486062,1487999,2,1,2,BKB_2.WAV
BKB21_237,BKB,1490370,1495313,2,1,4,BKB_2.WAV
BKB21_238,BKB,1497628,1499523,2,1,2,BKB_2.WAV
BKB21_239,BKB,1501670,1506758,2,1,4,BKB_2.WAV
BKB21_240,BKB,1509301,1511146,2,1,2,BKB_2.WAV
BKB21_241,BKB,1513650,1518493,2,1,4,BKB_2.WAV
BKB21_242,BKB,1521038,1522902,2,1,2,BKB_2.WAV
BKB21_243,BKB,1525107,1529906,2,1,4,BKB_2.WAV
BKB21_244,BKB,1532162,1534041,2,1,2,BKB_2.WAV
BKB21_245,BKB,1536240,1541497,2,1,4,BKB_2.WAV
BKB21_246,BKB,1543801,1545642,2,1,2,BKB_2.WAV
BKB21_247,BKB,1547917,1552723,2,1,4,BKB_2.WAV
BKB21_248,BKB,1555562,1557471,2,1,2,BKB_2.WAV
BKB21_249,BKB,1560044,1564808,2,1,4,BKB_2.WAV
BKB21_250,BKB,1568370,1573363,2,1,4,BKB_2.WAV
BKB21_251,BKB,1575747,1577593,2,1,2,BKB_2.WAV
BKB21_252,BKB,1579876,1584849,2,1,4,BKB_2.WAV
BKB21_253,BKB,1587253,1589178,2,1,2,BKB_2.WAV
BKB21_254,BKB,1591571,1596509,2,1,4,BKB_2.WAV
BKB21_255,BKB,1598864,1600670,2,1,2,BKB_2.WAV
BKB21_256,BKB,1603214,1608418,2,1,4,BKB_2.WAV
BKB21_257,BKB,1610657,1612474,2,1,2,BKB_2.WAV
BKB21_258,BKB,1615012,1619762,2,1,4,BKB_2.WAV
BKB21_259,BKB,1623049,1624897,2,1,2,BKB_2.WAV
BKB21_260,BKB,1627555,1632381,2,1,4,BKB_2.WAV
BKB21_261,BKB,1634776,1635756,2,1,1,BKB_2.WAV
BKB21_262,BKB,1637916,1642788,2,1,4,BKB_2.WAV
BKB21_263,BKB,1645098,1646962,2,1,2,BKB_2.WAV
BKB21_264,BKB,1649066,1653877,2,1,4,BKB_2.WAV
BKB21_265,BKB,1656203,1658039,2,1,2,BKB_2.WAV
BKB21_266,BKB,1660319,1665240,2,1,4,BKB_2.WAV
BKB21_267,BKB,1667488,1669173,2,1,2,BKB_2.WAV
BKB21_268,BKB,1671949,1674089,2,1,2,BKB_2.WAV
BKB21_269,BKB,1679530,1684750,2,1,4,BKB_2.WAV
BKB21_270,BKB,1687415,1689051,2,1,2,BKB_2.WAV
BKB21_271,BKB,1691793,1697231,2,1,4,BKB_2.WAV
BKB21_272,BKB,1699684,1701579,2,1,2,BKB_2.WAV
BKB21_273,BKB,1703888,1708743,2,1,4,BKB_2.WAV
BKB21_274,BKB,1710998,1713069,2,1,2,BKB_2.WAV
BKB21_275,BKB,1718975,1725955,2,1,5,BKB_2.WAV
BKB21_276,BKB,1729454,1731316,2,1,2,BKB_2.WAV
BKB21_277,BKB,1733960,1738582,2,1,4,BKB_2.WAV
BKB21_278,BKB,1741818,1743573,2,1,2,BKB_2.WAV
BKB21_279,BKB,1746468,1752052,2,1,4,BKB_2.WAV
BKB21_280,BKB,1754708,1756416,2,1,2,BKB_2.WAV
BKB21_281,BKB,1759059,1763962,2,1,4,BKB_2.WAV
BKB21_282,BKB,1767018,1771911,2,1,4,BKB_2.WAV
BKB21_283,BKB,1774541,1777467,2,1,3,BKB_2.WAV
BKB21_284,BKB,1779925,1785135,2,1,4,BKB_2.WAV
BKB21_285,BKB,1787768,1789474,2,1,2,BKB_2.WAV
BKB21_286,BKB,1791966,1797391,2,1,4,BKB_2.WAV
BKB21_287,BKB,1799685,1801434,2,1,2,BKB_2.WAV
BKB21_288,BKB,1803862,1808805,2,1,4,BKB_2.WAV
BKB21_289,BKB,1811223,1813048,2,1,2,BKB_2.WAV
BKB21_290,BKB,1815501,1820318,2,1,4,BKB_2.WAV
BKB21_291,BKB,1822851,1824558,2,1,2,BKB_2.WAV
BKB21_292,BKB,1828272,1833300,2,1,4,BKB_2.WAV
BKB21_293,BKB,1835685,1840596,2,1,4,BKB_2.WAV
BKB21_294,BKB,1842779,1844677,2,1,2,BKB_2.WAV
BKB21_295,BKB,1846817,1851799,2,1,4,BKB_2.WAV
BKB21_296,BKB,1854202,1856188,2,1,2,BKB_2.WAV
BKB21_297,BKB,1858552,1863850,2,1,4,BKB_2.WAV
BKB21_298,BKB,1866274,1868185,2,1,2,BKB_2.WAV
BKB21_299,BKB,1870379,1875250,2,1,4,BKB_2.WAV
BKB21_300,BKB,1877686,1879524,2,1,2,BKB_2.WAV
BKB21_301,BKB,1882268,1887118,2,1,4,BKB_2.WAV
BKB21_302,BKB,1889531,1891450,2,1,2,BKB_2.WAV
BKB21_303,BKB,1893741,1898809,2,1,4,BKB_2.WAV
BKB21_304,BKB,1901052,1903001,2,1,2,BKB_2.WAV
BKB21_305,BKB,1905279,1910165,2,1,4,BKB_2.WAV
BKB21_306,BKB,1912543,1914435,2,1,2,BKB_2.WAV
BKB21_307,BKB,1916705,1921838,2,1,4,BKB_2.WAV
BKB21_308,BKB,1924047,1925939,2,1,2,BKB_2.WAV
BKB21_309,BKB,1928207,1933049,2,1,4,BKB_2.WAV
BKB21_310,BKB,1935986,1938874,2,1,3,BKB_2.WAV
BKB21_311,BKB,1941268,1946212,2,1,4,BKB_2.WAV
BKB21_312,BKB,1950072,1952024,2,1,2,BKB_2.WAV
BKB21_313,BKB,1955328,1960228,2,1,4,BKB_2.WAV
BKB21_314,BKB,1963291,1968187,2,1,4,BKB_2.WAV
BKB21_315,BKB,1970765,1972641,2,1,2,BKB_2.WAV
BKB21_316,BKB,1975025,1979674,2,1,4,BKB_2.WAV
BKB21_317,BKB,1981988,1983873,2,1,2,BKB_2.WAV
BKB21_318,BKB,1986117,1991087,2,1,4,BKB_2.WAV
BKB21_319,BKB,1993789,1996714,2,1,3,BKB_2.WAV
BKB21_320,BKB,1999149,2004580,2,1,4,BKB_2.WAV
BKB21_321,BKB,2007755,2009616,2,1,2,BKB_2.WAV
BKB21_322,BKB,2013399,2019840,2,1,6,BKB_2.WAV
BKB21_323,BKB,2022268,2024086,2,1,2,BKB_2.WAV
BKB21_324,BKB,2026283,2031021,2,1,4,BKB_2.WAV
BKB21_325,BKB,2034846,2039712,2,1,4,BKB_2.WAV
BKB21_326,BKB,2042467,2044321,2,1,2,BKB_2.WAV
BKB21_327,BKB,2046794,2051792,2,1,4,BKB_2.WAV
BKB21_328,BKB,2054254,2056123,2,1,2,BKB_2.WAV
BKB21_329,BKB,2058562,2063554,2,1,4,BKB_2.WAV
BKB21_330,BKB,2065957,2067620,2,1,2,BKB_2.WAV
BKB21_331,BKB,2070349,2075262,2,1,4,BKB_2.WAV
BKB21_332,BKB,2077813,2079682,2,1,2,BKB_2.WAV
BKB21_333,BKB,2082081,2086856,2,1,4,BKB_2.WAV
BKB21_334,BKB,2089357,2091170,2,1,2,BKB_2.WAV
BKB21_335,BKB,2093733,2098661,2,1,4,BKB_2.WAV
BKB21_336,BKB,2101757,2106571,2,1,4,BKB_2.WAV
BKB21_337,BKB,2109001,2110877,2,1,2,BKB_2.WAV
BKB21_338,BKB,2113159,2117977,2,1,4,BKB_2.WAV
BKB21_339,BKB,2121267,2123059,2,1,2,BKB_2.WAV
BKB21_340,BKB,2125378,2131988,2,1,5,BKB_2.WAV
BKB21_341,BKB,2134461,2136312,2,1,2,BKB_2.WAV
BKB21_342,BKB,2138834,2143545,2,1,4,BKB_2.WAV
BKB21_343,BKB,2146333,2149152,2,1,3,BKB_2.WAV
BKB21_344,BKB,2151480,2156996,2,1,4,BKB_2.WAV
BKB21_345,BKB,2159201,2161001,2,1,2,BKB_2.WAV
BKB21_346,BKB,2163367,2168374,2,1,4,BKB_2.WAV
BKB21_347,BKB,2171085,2172966,2,1,2,BKB_2.WAV
BKB21_348,BKB,2175187,2180246,2,1,4,BKB_2.WAV
BKB21_349,BKB,2182644,2184463,2,1,2,BKB_2.WAV
BKB21_350,BKB,2186860,2191666,2,1,4,BKB_2.WAV
BKB21_351,BKB,2194295,2196174,2,1,2,BKB_2.WAV
BKB21_352,BKB,2198110,2203319,2,1,4,BKB_2.WAV
BKB21_353,BKB,2205404,2207322,2,1,2,BKB_2.WAV
BKB21_354,BKB,2209611,2214506,2,1,4,BKB_2.WAV
BKB21_355,BKB,2217008,2218732,2,1,2,BKB_2.WAV
BKB21_356,BKB,2221261,2227858,2,1,5,BKB_2.WAV
BKB21_357,BKB,2230935,2232876,2,1,2,BKB_2.WAV
BKB21_358,BKB,2235220,2240179,2,1,4,BKB_2.WAV
BKB21_359,BKB,2242491,2244321,2,1,2,BKB_2.WAV
BKB21_360,BKB,2246754,2251672,2,1,4,BKB_2.WAV
BKB21_361,BKB,2253864,2255772,2,1,2,BKB_2.WAV
BKB21_362,BKB,2258043,2263150,2,1,4,BKB_2.WAV
BKB21_363,BKB,2265428,2267394,2,1,2,BKB_2.WAV
BKB21_364,BKB,2269560,2274412,2,1,4,BKB_2.WAV
BKB21_365,BKB,2277133,2279002,2,1,2,BKB_2.WAV
BKB21_366,BKB,2281457,2287957,2,1,5,BKB_2.WAV
BKB21_367,BKB,2290467,2292318,2,1,2,BKB_2.WAV
BKB21_368,BKB,2294780,2299530,2,1,4,BKB_2.WAV
BKB21_369,BKB,2301854,2303725,2,1,2,BKB_2.WAV
BKB21_370,BKB,2305982,2310839,2,1,4,BKB_2.WAV
BKB21_371,BKB,2314142,2316018,2,1,2,BKB_2.WAV
BKB21_372,BKB,2319869,2326454,2,1,5,BKB_2.WAV
BKB21_373,BKB,2329142,2331065,2,1,2,BKB_2.WAV
BKB21_374,BKB,2333535,2338352,2,1,4,BKB_2.WAV
BKB21_375,BKB,2347049,2348894,2,1,2,BKB_2.WAV
BKB21_376,BKB,2352511,2357821,2,1,4,BKB_2.WAV
BKB21_377,BKB,2361755,2363618,2,1,2,BKB_2.WAV
BKB21_378,BKB,2367279,2372842,2,1,4,BKB_2.WAV
BKB21_379,BKB,2376585,2381458,2,1,4,BKB_2.WAV
BKB21_380,BKB,2385063,2386880,2,1,2,BKB_2.WAV
BKB21_381,BKB,2389557,2394538,2,1,4,BKB_2.WAV
BKB21_382,BKB,2396970,2398870,2,1,2,BKB_2.WAV
BKB21_383,BKB,2401281,2406537,2,1,4,BKB_2.WAV
BKB21_384,BKB,2409727,2411595,2,1,2,BKB_2.WAV
BKB21_385,BKB,2414164,2419279,2,1,4,BKB_2.WAV
BKB21_386,BKB,2421713,2423536,2,1,2,BKB_2.WAV
BKB21_387,BKB,2425815,2430958,2,1,4,BKB_2.WAV
BKB21_388,BKB,2433410,2435227,2,1,2,BKB_2.WAV
BKB21_389,BKB,2437791,2442964,2,1,4,BKB_2.WAV
BKB21_390,BKB,2445984,2450695,2,1,4,BKB_2.WAV
BKB21_391,BKB,2454037,2458756,2,1,4,BKB_2.WAV
BKB21_392,BKB,2461926,2466873,2,1,4,BKB_2.WAV
BKB21_393,BKB,2469302,2472135,2,1,3,BKB_2.WAV
BKB21_394,BKB,2474381,2479198,2,1,4,BKB_2.WAV
BKB21_395,BKB,2482449,2484084,2,1,2,BKB_2.WAV
BKB21_396,BKB,2486866,2491578,2,1,4,BKB_2.WAV
BKB21_397,BKB,2493792,2495604,2,1,2,BKB_2.WAV
BKB21_398,BKB,2498059,2503273,2,1,4,BKB_2.WAV
BKB21_399,BKB,2505721,2507645,2,1,2,BKB_2.WAV
BKB21_400,BKB,2510032,2514910,2,1,4,BKB_2.WAV
BKB21_401,BKB,2517221,2519009,2,1,2,BKB_2.WAV
